INDEX,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
4926.0,train,train,train,train,test
4927.0,train,train,train,train,test
4928.0,train,train,validation,train,test
4929.0,train,train,train,train,test
4930.0,train,train,validation,test,train
4931.0,train,train,train,test,train
4932.0,validation,validation,train,test,validation
4933.0,train,train,train,test,train
4934.0,validation,validation,train,test,validation
4935.0,train,train,train,test,train
4936.0,train,train,train,test,train
4937.0,train,train,train,test,train
4938.0,train,train,train,test,train
4940.0,train,train,train,test,train
4941.0,train,train,validation,test,train
4942.0,train,train,validation,test,train
4943.0,train,train,train,test,train
4944.0,train,train,train,test,train
4945.0,validation,validation,train,test,validation
4947.0,validation,test,train,train,validation
4948.0,train,test,train,train,train
4949.0,train,test,train,train,train
4954.0,train,test,train,train,train
4955.0,train,test,train,train,train
4956.0,train,test,train,validation,train
4959.0,test,validation,train,validation,train
4961.0,test,train,train,train,train
4962.0,test,train,train,train,train
4966.0,test,train,train,train,train
4967.0,test,train,validation,train,train
4974.0,test,train,validation,train,train
4975.0,train,train,train,train,train
4976.0,train,train,train,train,train
4977.0,train,train,train,train,validation
4978.0,train,train,train,train,validation
4979.0,train,train,train,train,train
4980.0,train,train,train,train,train
4981.0,train,train,validation,train,train
4982.0,train,train,train,train,train
4983.0,validation,validation,train,validation,train
4984.0,validation,validation,train,validation,train
4985.0,train,train,train,train,validation
4986.0,train,train,train,train,train
4987.0,train,train,train,train,train
4988.0,train,train,validation,train,train
4989.0,train,train,train,train,train
4990.0,train,train,train,train,train
4991.0,validation,validation,test,validation,train
4992.0,train,train,test,train,validation
4993.0,train,train,test,train,train
4994.0,train,train,test,train,train
4995.0,train,train,test,train,train
4996.0,train,train,test,train,train
4997.0,train,train,test,train,validation
4998.0,validation,validation,test,validation,train
4999.0,train,train,test,train,train
5001.0,train,train,test,train,train
4324.0,train,train,train,train,test
300.0,train,train,train,train,test
1318.0,validation,validation,validation,validation,test
4540.0,train,train,train,train,test
3550.0,train,train,train,train,test
14.0,train,train,train,train,test
