V,HS_ed,CN_ed,TARGET,SOURCE_ANNOTATOR,index,LO_MUSLIMS,LO_MIGRANTS,LO_WOMEN,LO_LGBT+,LO_JEWS
V1,We began to break down when we allowed women to vote/meddle in our civilizations that we had built and maintained for thousands of years. A completely different energy and thought pattern. They are weak and brought our society down to their emotional soft level.,"Why being 'soft' is a problem? Everyone is entitled to their emotions and feelings, without being trapped into a gender stereotype.",WOMEN,SHUK_PARAPHRASE,122.0,train,train,test,train,train
V1,"Zionist extremists conspire in Jerusalem. Their objectives are to cause chaos, carnage, murder, create more refugees, and destroy Europe.",Why should they? I wonder if you have any evidence that make you believe this. ,JEWS,SHUK_PARAPHRASE,123.0,train,train,train,train,test
V1,"UK Education Secretary: All children from the age of 4 will have mandatory lessons on same sex relationships.  This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.",We are always evolving as a society as time goes. Same sex relationships are a part of our world now. Why should we hide to our children different ways of life?,LGBT+,SHUK_PARAPHRASE,125.0,train,train,validation,test,train
V1,Since when has abusing the anus as a sex organ been a monumental achievement? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.   ,LGBT+,SHUK_PARAPHRASE,126.0,train,validation,train,test,train
V1,"This is why women do not belong in politics, if a man complained like them, hed be called a coward and told to get the hell out of the job. Equality is a lie and feminism is a death sentence for any civilisation.","Our goal as a democratic society is to have a more positive and respectful political environment, where inclusivity and representation of all types of people is enforced. Therefore women do belong in politics.",WOMEN,SHUK_PARAPHRASE,127.0,validation,validation,test,train,train
V1,Pakistan: 202 Million  Nigeria: 193 Million  Bangladesh: 165 Million  Ethiopia: 107 Million  Congo: 84 Million  Great Britain: 66 Million    'Ethnic minorities' Dont make me fucking laugh!,"Sorry, but you should consider the percentage of the population within Great Britain... This makes them a minority, not the actual number in their respective countries.  ",MIGRANTS,SHUK_PARAPHRASE,128.0,train,test,train,validation,train
V1,Pakistan: 202 Million  Nigeria: 193 Million  Bangladesh: 165 Million  Ethiopia: 107 Million  Congo: 84 Million  Great Britain: 66 Million    'Ethnic minorities' Dont make me fucking laugh!,Does not matter if their are a minority or not. Everyone deserves respect and protection and human rights. This is what makes us a democratic country. ,MIGRANTS,SHUK_PARAPHRASE,129.0,train,test,train,validation,train
V1,"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist.  (Caption to a photo of a homeless person sleeping on a part bench)","There are so many empty homes in our country that we could house every single homeless, without even the need to build a single appartment. It is the government that chooses not to. Homelessness is about wealth inequality not migration. If you genuinely care about poverty you need to question power structures and wealth distribution. ",MIGRANTS,SHUK_PARAPHRASE,130.0,excessive,excessive,excessive,excessive,excessive
V1,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"The ultra rich people in this industry have the power to censure and influence, regardless of their religion. ",JEWS,SHUK_PARAPHRASE,131.0,validation,validation,train,validation,test
V1,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"Not sure how Jewish people could ""control"" Hollywood being a minority. ",JEWS,SHUK_PARAPHRASE,133.0,train,train,train,train,test
V1,The feminists have won. With so many women being unwilling to procreate we will be replaced and lose out civilisation.,"Feminism is first and foremost a battle for equal rights of ALL sexes, so a fight for ci and has nothing to do with procreation and in favor of civilisation.",WOMEN,SHUK_PARAPHRASE,134.0,train,train,test,train,train
V1,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Patriarchy is a curse: since they are young,  men are told to be tough and strong, to bear all the burdens while being emotionless. This has led to great levels of suicide amongst men. I don't find this a ""gret civilization"". ",WOMEN,SHUK_PARAPHRASE,135.0,train,train,test,train,train
V1,The Nazis sucked at killing Jews& everywhere you look theres a holocaust survivor.,"If you think that the murder of around 6 million Jews was a failure you have serious problems. And, just for the records, it is still 6 million more than should have ever happened.",JEWS,SHUK_PARAPHRASE,136.0,train,train,train,train,test
V1,"The Holocaust is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.","The Jews suffered horribly during WWII, as did many other groups. Reparation is just a simple way to enable survivors to rebuild their lives. It is also a small step toward regaining our humanity.",JEWS,SHUK_PARAPHRASE,137.0,train,train,train,train,test
V1,The Nazis sucked at killing Jews& everywhere you look theres a holocaust survivor.,"The holocaust was hugely tragic, and we are blessed to have survivors to teach us what pure evil is. So not  to make the same mistakes over and over again. ",JEWS,SHUK_PARAPHRASE,138.0,train,train,train,train,test
V1,"UK Education Secretary: All children from the age of 4 will have mandatory lessons on same sex relationships.  This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","If indoctrination is about teaching children that there many ways to be happy, and that their feelings count, then this is something I totally agree with.",LGBT+,SHUK_PARAPHRASE,139.0,train,train,train,test,train
V1,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.","Then you probably never heard of Rosa Parks, Emmeline Pankhurst or Florence Nightingale, all women with a very strong personality. ",WOMEN,SHUK_PARAPHRASE,140.0,validation,train,test,train,train
V1,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",This reasoning is the counterpart of the stigma around men showing emotions.,WOMEN,SHUK_PARAPHRASE,141.0,train,train,test,train,train
V1,"UK Education Secretary: All children from the age of 4 will have mandatory lessons on same sex relationships.  This is not about Education, this is about willingly confusing and indoctrinating kids and preventing them from developing their personalities.","If the point of education is to learn about the world and inform people about things that happen in nature, then same sex relationship is one of these things to be informed about, since it happens within many species of animals... ",LGBT+,SHUK_PARAPHRASE,142.0,train,train,train,test,train
V1,Since when has abusing the anus as a sex organ been a monumental achievement? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),Respecting people with different habits that do not harm anyone is a monumental achievement indeed! ,LGBT+,SHUK_PARAPHRASE,143.0,train,validation,validation,test,train
V1,"The Holocaust is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.",Reperation is a normal and established historical process that happened many times. When many people loose their lives it makes perfect sense. ,JEWS,SHUK_PARAPHRASE,144.0,train,train,validation,train,test
V1,"The Holocaust is a business. It has been and is still used to extort millions from European countries in reparations and to create a wall of impunity behind which Jews can operate with impunity, free from criticism.","Considering all the criticisms to the state of Israel (however right or wrong, does not matter) I don't see how you can say that Jews are operating ""with impunity, free from criticism.""",JEWS,SHUK_PARAPHRASE,145.0,train,train,validation,train,test
